x,y
-0.9660702229671203,0.0
0.0765222188745529,1.3089516216087742
0.8201852649020562,0.3696626542951995
0.184654001097867,0.33316384143908595
0.20137704873253703,0.5575910979128518
0.3198703477895153,0.4317403303692514
-0.688018030751887,0.2198677332161667
-0.25007440187600327,0.8158949154886008
0.32717128061023604,0.46007754571027704
0.9901927517203222,0.6184781423950454
-0.5269576010299821,-0.047040829115506055
-0.8303912352012006,1.0516519692970159
-0.03890934241091015,0.47696059264328095
-0.7836059525472345,0.2741898657426969
-0.9669755285475738,0.6092683987040539
-0.9017762695759055,0.45078702769996426
0.6671379718194652,0.9124257342250481
0.8045005559185687,0.27440410181496144
0.36316246624202986,0.46516387798452086
0.8710049451295696,0.5746326462416248
0.32369890287337055,0.2229355704101199
-0.7157901899346228,0.3925835391146215
-0.909780408835134,0.5029448794511314
0.6652779065348327,0.881958055709828
0.6508950359150691,0.24548539940597758
0.18252126106409494,0.4950099215852068
-0.15983037212727624,0.35270237840273183
-0.7812107605956551,0.39915312414305043
-0.6443264534153221,0.5841035134432254
-0.059326143982897594,0.5769705840799907
0.7780801772392325,0.6144352407625046
0.021851387249877563,0.1557095886364684
0.916944284909794,0.9713715765008964
-0.2426118325821085,-0.07842247892100446
0.16869871950501092,1.2923913662088298
-0.5647659952718043,-0.001508264136990671
-0.29729557936137363,1.0981292703475851
-0.14632864103631293,0.2797684252997131
-0.21900502060125815,0.599719806451699
-0.6127603138116486,0.30327327693016953
-0.9040969986913929,0.5465512676823557
-0.9891981361974176,0.44202108401363677
0.3270260160945788,0.859418162053111
-0.8219356037540735,-0.014360024102773844
0.6632448545002589,1.441742634912186
-0.3067117368497143,-0.10792545339948179
-0.031298758338125454,1.3407907087785222
-0.7348041782909605,0.008193609396276318
0.5080487846785526,1.3312654585658417
0.6700944416424977,0.19910843231029987
-0.819209473824954,0.2896468017027525
0.03241380160751883,0.8551209162114246
0.9979051470873199,0.5303253460956767
-0.36798784625783054,0.0356359996708106
0.7913925633101586,1.2406089811613372
-0.6146638850614501,-0.1918935918858387
0.10898699409306567,1.7429551386259627
-0.9726989255341374,-0.14295932006155615
-0.10550438489313052,1.626869257815002
-0.15052443888745337,0.13893845675785446
-0.8333580337342759,0.6077203786940287
-0.05638885259523563,0.6227925909840921
0.3905388765525637,0.4942805515082124
-0.8327337530916596,0.122508129982594
0.7683166797389467,1.2355346565320708
-0.5418743492500047,-0.16586815373656544
-0.26177841772925925,1.534362001119139
-0.7856173327523892,0.037819903592011705
0.008124446689903975,1.1661609424001385
0.37409102088271395,0.3042026489779216
0.06977620911168092,0.4931253878524647
-0.30748309986122635,0.35074282920485506
-0.6279707503656327,0.4833457512438198
-0.7913104814998277,0.4450440649110441
0.3598183377146824,0.8062399898876685
-0.48986020626865123,0.0761025845235252
0.5119300860971665,1.1385008486996937
0.1892600415971335,0.1124019269271942
0.1065558130046711,0.7779822058317546
0.23786395456007714,0.3438327396849013
0.9187882968190275,0.7120825653215814
0.5366662264767534,0.19968416405647954
0.3057123068240146,0.6102383484362663
-0.2389122766099192,0.2342316235936418
-0.07858089846941763,0.7084860279053399
-0.853870922564502,0.15269847555794366
